漢字,羅馬字
調理,tiâu-lí
調頻,tiâu-pîn
論調,lūn-tiāu
賞花,siúⁿ-hoe
賞畫,siúⁿ-ōe
踏出,ta̍h-chhut
鋪路,pho͘-lō͘
震動,chìn-tōng
駐軍,chù-kun
黎明,lê-bêng
儒家,Jû-ka/Lû-ka
學府,ha̍k-hú
學會,ha̍k-hōe
導師,tō-su
戰事,chiàn-sū
橫向,hoâiⁿ-hiòng/hûiⁿ-hiòng
機油,ki-iû
燈具,teng-kū
磨練,bôa-liān
親和,chhin-hô
親筆,chhin-pit
親善,chhin-siān
謀取,bô͘-chhú
謀殺,bô͘-sat
遵照,chun-chiàu
選務,soán-bū
選單,soán-toaⁿ
鋼牙,kǹg-gê
鋼筋,kǹg-kin/kǹg-kun
鋼絲,kǹg-si
錄用,lo̍k-iōng
錄影,lo̍k-iáⁿ
錦標,kím-piau
隨機,sûi-ki
靜音,chēng-im
頭頂,thâu-téng
應急,èng-kip
應徵,èng-teng
擊退,kek-thè
燭光,chek-kng
環節,khoân-chiat
總結,chóng-kiat
聯播,liân-pò͘
膽識,tám-sek
舉出,kí-chhut/kú-chhut
講求,káng-kiû
講座,káng-chō
邀約,iau-iok
鞠躬,kiok-kiong
斷定,toàn-tēng
斷訊,tn̄g-sìn
斷頭,tn̄g-thâu
歸類,kui-lūi
職災,chit-chai
職缺,chit-khoeh/chit-kheh
職能,chit-lêng
職訓,chit-hùn
藍調,nâ-tiāu
轉手,choán-chhiú
轉折,choán-chiat
轉接,choán-chiap
轉速,tńg-sok
鎮靜,tìn-chēng
離奇,lî-kî
離散,lî-sàn
離職,lî-chit
雜音,cha̍p-im
雜質,cha̍p-chit
雙腿,siang-thúi
雙親,siang-chhin
雙贏,siang-iâⁿ
雞肉,ke-bah/koe-bah
題庫,tê-khò͘/tôe-khò͘
鬆軟,sang-nńg
穩重,ún-tiōng
繳款,kiáu-khoán
繳費,kiáu-hùi
藝品,gē-phín
藥廠,io̍h-chhiúⁿ
關照,koan-chiàu
難民,lān-bîn
難關,lân-koan
韻味,ūn-bī
顛峰,tian-hong
嚴峻,giâm-chùn
寶典,pó-tián
寶島,pó-tó/pó-tó͘
獻身,hiàn-sin
競技,kēng-ki
籌募,tiû-bō͘
籃框,nâ-kheng
警局,kéng-kio̍k
警車,kéng-chhia
警界,kéng-kài
警消,kéng-siau
譯者,e̍k-chiá
贏球,iâⁿ-kiû
飄揚,phiau-iông
黨工,tóng-kang
黨政,tóng-chèng
黨章,tóng-chiong
欄位,nôa-ūi
灌注,koàn-chù
護航,hō͘-hâng
護膚,hō͘-hu
護欄,hō͘-lân
鐵門,thih-mn̂g
鐵質,thih-chit
霸權,pà-khoân
魔力,mô͘-le̍k
讀物,tho̍k-bu̍t
鑑賞,kàm-sióng
竊盜,chhiap-tō
變異,piàn-ī
變速,piàn-sok
變質,piàn-chit
顯出,hián-chhut
顯微鏡,hián-bî-kiàⁿ
體悟,thé-ngō͘
靈巧,lêng-khá
鹼性,kiⁿ-sèng
鹽份,iâm-hūn
鹽水,iâm-chúi
觀想,koan-sióng
觀照,koan-chiàu
觀摩,koan-mô͘
口語,kháu-gí/kháu-gú
大部份,tōa-pō͘-hūn
工錢,kang-chîⁿ
天邊,thiⁿ-piⁿ
水底,chúi-té
水缸,chúi-kng
他鄉,thaⁿ-hiong
全家,choân-ke
冷風,léng-hong
冷盤,léng-pôaⁿ
含笑,hâm-chhiàu
吟詩,gîm-si
稀罕,hi-hán
忍心,jím-sim/lím-sim
和好,hô-hó
河邊,hô-piⁿ
油菜花,iû-chhài-hoe
花燈,hoe-teng
初戀,chho͘-loân
拼音,pheng-im
相思,siuⁿ-si
軍師,kun-su
音樂聲,im-ga̍k-siaⁿ
員外,oân-gōe
純情,sûn-chêng
胸前,heng-chêng
乾杯,kan-poe
做官,chò-koaⁿ
動詞,tōng-sû
情份,chêng-hūn
惜別,sioh-pia̍t
探戈,thàn-gò͘
殖民者,si̍t-bîn-chiá
等號,téng-hō
華語,Hôa-gí/Hôa-gú
傳教,thoân-kàu
傳道,thoân-tō
傷風,siong-hong
微波爐,bî-pho-lô͘
電台,tiān-tâi
夢中,bāng-tiong
盡心,chīn-sim
福利社,hok-lī-siā
語義,gí-gī/gú-gī
獎券,chióng-koàn
戰後,chiàn-āu
親情,chhin-chêng
閻王,Giâm-ông
羅馬字,Lô-má-jī/Lô-má-lī
讀書,tha̍k-chu
變做,piàn-chò/piàn-chòe
掃地,sàu-tè
內野,lāi-iá
滿壘,móa-lúi
全壘打,choân-lúi-táⁿ
界外球,kài-gōa-kiû
短打,toán-táⁿ
做對,chò-tùi/chòe-tùi
立春,li̍p-chhun
雨水,ú-súi
驚蟄,keⁿ-ti̍t
春分,chhun-hun
清明,chheng-bêng/chhiⁿ-miâ
穀雨,kok-ú
立夏,li̍p-hē
小滿,sió-boán
芒種,bông-chéng
夏至,hē-chì
小暑,siáu-sú
大暑,tāi-sú
立秋,li̍p-chhiu
處暑,chhù-sú
白露,pe̍h-lō͘
秋分,chhiu-hun
寒露,hân-lō͘
霜降,sng-kàng
立冬,li̍p-tang
小雪,siáu-soat
大雪,tāi-soat
冬節,tang-cheh/tang-choeh
小寒,siáu-hân
大寒,tāi-hân
a-lú-mih,a-lú-mih
a-mó͘-ní-á,a-mó͘-ní-á
a-ní-khih,a-ní-khih
a-sír-phí-lín,a-sír-phí-lín
á-geh,á-geh
ăi-sat-chuh,ăi-sat-chuh
ăi-sīr-khu-lìn-mù,ăi-sīr-khu-lìn-mù
àn-nāi,àn-nāi
a̍t-sá-lih,a̍t-sá-lih
àu-chuh,àu-chuh
bá-luh,bá-luh
bá-suh,bá-suh
bá-tah,bá-tah
bai-ó͘-lín,bai-ó͘-lín
băi-khín,băi-khín
bak-kuh,bak-kuh
bàn-bà,bàn-bà
bàng-gà,bàng-gà
ba̍t-té-lih,ba̍t-té-lih
bat-tah,bat-tah
bi-tá-bín,bi-tá-bín
bì-lù,bì-lù
biat-to͘h,biat-to͘h
bo̍k-sìn-gù,bo̍k-sìn-gù
bò͘-lù,bò͘-lù
bò͘-tò͘,bò͘-tò͘
bu-là-jià,bu-là-jià
e-pú-lóng,e-pú-lóng
ga-só͘-lín,ga-só͘-lín
gá-lah,gá-lah
gá-suh,gá-suh
gì-tà,gì-tà
giāng,giāng
gō͘-bō͘,gō͘-bō͘
go͘-lú-huh,go͘-lú-huh
ha-mó͘-ní-khah,ha-mó͘-ní-khah
há-muh,há-muh
hăi-khé-khá-kuh,hăi-khé-khá-kuh
hài-ià,hài-ià
hái-kat-lá,hái-kat-lá
hăn-tó͘-luh,hăn-tó͘-luh
hăng-gó͘,hăng-gó͘
hi-nó͘-khih,hi-nó͘-khih
ho͘-lú-bóng,ho͘-lú-bóng
ho͘-té-luh,ho͘-té-luh
hú-lo͘h,hú-lo͘h
iá-mih,iá-mih
iăn-jín,iăn-jín
iŏ-káng,iŏ-káng
ió-bih,ió-bih
iú-lih,iú-lih
ji-lú-bah,ji-lú-bah
jiak-kuh,jiak-kuh
jiàn-bà,jiàn-bà
jió-toh,jió-toh
kha-báng,kha-báng
kha-lá-ó͘-khe,kha-lá-ó͘-khe
kha-mé-lah,kha-mé-lah
kha-tá-lok-guh,kha-tá-lok-guh
kha-tián,kha-tián
khà-sàng,khà-sàng
khà-chiàng,khà-chiàng
khăn-jió͘,khăn-jió͘
khăng-páng,khăng-páng
khe-chiap-puh,khe-chiap-puh
khi-mó͘-chih,khi-mó͘-chih
khí-lo͘h,khí-lo͘h
khiā-hang,khiā-hang
khit-teh,khit-teh
khiŭ-khé,khiŭ-khé
khok-puh,khok-puh
khōng-ku-lí,khōng-ku-lí
khòng-buh,khòng-buh
kho͘-lé-lah,kho͘-lé-lah
kho͘-mí-sióng,kho͘-mí-sióng
khò͘-tò͘,khò͘-tò͘
khu-lá-chih,khu-lá-chih
khu-lì-mù,khu-lì-mù
la-jí-o͘h,la-jí-o͘h
la-kiat-to͘h,la-kiat-to͘h
la-mú-neh,la-mú-neh
lăi-jiò͘-bù,lăi-jiò͘-bù
lăi-lìn-gù,lăi-lìn-gù
lài-tah,lài-tah
lê-bóng,lê-bóng
lè-sìr,lè-sìr
li-á-khah,li-á-khah
liăn-táng,liăn-táng
lĭn-jín,lĭn-jín
lìn-gò͘,lìn-gò͘
lo͘-lài-bà,lo͘-lài-bà
lò͘-suh,lò͘-suh
ló͘-lí-á,ló͘-lí-á
ma-lá-lí-á,ma-lá-lí-á
ma-lá-sóng,ma-lá-sóng
ma-sà-chì,ma-sà-chì
mài-kù,mài-kù
me-lí-á,me-lí-á
me-lóng,me-lóng
mè-sì,mè-sì
mi-sín,mi-sín
mí-so͘h,mí-so͘h
mò͘-tà,mò͘-tà
năi-lóng,năi-lóng
ne-kut-tái,ne-kut-tái
nè-chiàng,nè-chiàng
nŏ͘-sín,nŏ͘-sín
nó͘-lih,nó͘-lih
o͘-bá-sáng,o͘-bá-sáng
o͘-jí-sáng,o͘-jí-sáng
o͘-lián,o͘-lián
o͘-lín-gió͘,o͘-lín-gió͘
o͘-nè-sàng,o͘-nè-sàng
o͘-tó͘-bái,o͘-tó͘-bái
ò͘-bà,ò͘-bà
pha-chìn-kò͘,pha-chìn-kò͘
phă-siàn-tò͘,phă-siàn-tò͘
pháng,pháng
phàng-kù,phàng-kù
phi-á-no͘h,phi-á-no͘h
phiàn-chih,phiàn-chih
phĭn-phóng,phĭn-phóng
phòng-phù,phòng-phù
phu-ló͘-phé-lá,phu-ló͘-phé-lá
pu-lù-sù,pu-lù-sù
sa-khá-lí-bah,sa-khá-lí-bah
sa-khú-lah,sa-khú-lah
sa-sí-mih,sa-sí-mih
să-bì-sù,să-bì-sù
sài-sù,sài-sù
sak-khuh,sak-khuh
săm-phú-luh,săm-phú-luh
sàn-bah,sàn-bah
se-bí-lo͘h,se-bí-lo͘h
sè-hù,sè-hù
si-á-geh,si-á-geh
sia-sín,sia-sín
siat-to͘h,siat-to͘h
siat-chuh,siat-chuh
sio̍k-pháng,sio̍k-pháng
si̍p-pán-ná,si̍p-pán-ná
sir-bé-lí-lái,sir-bé-lí-lái
sir-tián-lè-sù,sir-tián-lè-sù
sò͘-sù,sò͘-sù
su-khù-tà,su-khù-tà
su-lit-pah,su-lit-pah
su-tó-lip-puh,su-tó-lip-puh
sú-sih,sú-sih
tha-khú-áng,tha-khú-áng
tha-khú-sih,tha-khú-sih
tha-thá-mih,tha-thá-mih
thài-ià,thài-ià
thài-lù,thài-lù
thak-kho͘h,thak-kho͘h
thàn-gò͘,thàn-gò͘
thàng-sù,thàng-sù
that-bí,that-bí
the-ní-suh,the-ní-suh
thiăn-pú-lah,thiăn-pú-lah
tho͘-lá-khuh,tho͘-lá-khuh
tho͘-má-to͘h,tho͘-má-to͘h
tò͘-sàng,tò͘-sàng
chhiăn-pá-lah,chhiăn-pá-lah
chiok-kih,chiok-kih
chio͘-kó͘-lè-tò͘,chio͘-kó͘-lè-tò͘
chit-puh,chit-puh
u-lóng,u-lóng
oa-khá-mó͘-to͘h,oa-khá-mó͘-to͘h
oa-lù-chuh,oa-lù-chuh
oa-sá-bih,oa-sá-bih
oăi-siat-chuh,oăi-siat-chuh
ùn-chiàng,ùn-chiàng
九份二山,Káu-hūn-jī-soaⁿ
八卦山,Pat-kòa-soaⁿ
七星山,Chhit-chheⁿ-soaⁿ/Chhit-chhiⁿ-soaⁿ
八通關大山,Pat-thong-koan-tōa-soaⁿ
大屯山,Tōa-tūn-soaⁿ
大肚山,Tōa-tō͘-soaⁿ
大武山,Tāi-bú-soaⁿ
大雪山,Tōa-soat-soaⁿ
大霸尖山,Tōa-pà-chiam-soaⁿ
小觀音山,Sió-koan-im-soaⁿ
丹大山,Tan-tōa-soaⁿ
中央山脈,Tiong-iong Soaⁿ-me̍h
中央尖山,Tiong-iong-chiam-soaⁿ
五指山,Ngó͘-chí-soaⁿ
木瓜山,Bo̍k-koe-soaⁿ
巴陵,Pa-lêng
太魯閣大山,Thāi-ló͘-ko͘h-tōa-soaⁿ
火炎山,Hóe-iām-soaⁿ
北合歡山,Pak-ha̍p-hoan-soaⁿ
半屏山,Pòaⁿ-pêng-soaⁿ
北插天山,Pak-chhah-thian-soaⁿ
玉山,Gio̍k-san
向天湖山,Hiòng-thian-ô͘-soaⁿ
竹仔山,Tek-á-soaⁿ
秀姑巒山,Siù-ko͘-loân-soaⁿ
角板山,Kak-pán-soaⁿ
卑南主山,Pi-lâm-chú-soaⁿ
奇萊主山北峰,Kî-lâi-chú-soaⁿ-pak-hong
拉拉山,Lá-lá-san
阿里山,A-lí-san
虎頭山,Hó͘-thâu-soaⁿ
南仁山,Lâm-jîn-soaⁿ
南胡大山,Lâm-ô͘-tōa-soaⁿ
紅葉山,Âng-hio̍h-soaⁿ
紅頭山,Âng-thâu-soaⁿ
柴山,Chhâ-soaⁿ
祝山,Chiok-soaⁿ
紗帽山,Se-bō-soaⁿ
草山,Chháu-soaⁿ
基隆山,Ke-lâng-soaⁿ
雪山,Soat-soaⁿ
陽明山,Iûⁿ-bêng-soaⁿ
獅頭山,Sai-thâu-soaⁿ
壽山,Siū-san
旗尾山,Kî-bóe-soaⁿ
龜山島山,Ku-soaⁿ-tó-soaⁿ
廬山,Lô͘-san
關山,Koan-san
關仔嶺,Koan-á-niá
觀音山,Koan-im-soaⁿ
二二八公園,Jī-jī-pat Kong-hn̂g
大安森林公園,Tāi-an Sim-lîm Kong-hn̂g
大稻埕偶戲館,Tōa-tiū-tiâⁿ Ngó͘-hì-koán
天文臺,Thian-bûn-tâi
天文館,Thian-bûn-koán
木柵動物園,Ba̍k-sa Tōng-bu̍t-hn̂g
臺北二二八紀念館,Tâi-pak Jī-jī-pat Kì-liām-koán
臺北市立天文科學教育館,Tâi-pak Chhī-li̍p Thian-bûn Kho-ha̍k Kàu-io̍k-koán
臺北市兒童交通博物館,Tâi-pak-chhī Jî-tông Kau-thong Phok-bu̍t-koán
臺北故事館,Tâi-pak Kò͘-sū-koán
臺北海洋館,Tâi-pak Hái-iûⁿ-koán
臺北探索館,Tâi-pak Thàm-soh-koán
臺北當代藝術館,Tâi-pak Tong-tāi Gē-su̍t-koán
北投溫泉博物館,Pak-tâu Un-chôaⁿ Phok-bu̍t-koán
臺灣民俗北投文物館,Tâi-oân Bîn-sio̍k Pak-tâu Bûn-bu̍t-koán
臺灣林業陳列館,Tâi-oân Lîm-gia̍p Tîn-lia̍t-koán
自來水博物館,Chū-lâi-chúi Phok-bu̍t-koán
佛光緣臺北美術館,Hu̍t-kong-iân Tâi-pak Bí-su̍t-koán
李石樵美術館,Lí Chio̍h-chiâu Bí-su̍t-koán
育樂園,Io̍k-lo̍k-hn̂g
林安泰古厝民俗文物館,Lîm An-thài Kó͘-chhù Bîn-sio̍k Bûn-bu̍t-koán
林語堂紀念館,Lîm Gú-tông Kì-liām-koán
玩石家博石館,Goán-se̍k-ka Phok-se̍k-koán
故宮博物院,Kò͘-kiong Phok-bu̍t-īⁿ
科學博物館,Kho-ha̍k Phok-bu̍t-koán
美術館,Bí-su̍t-koán
海洋生物館,Hái-iûⁿ Seng-bu̍t-koán
海關博物館,Hái-koan Phok-bu̍t-koán
琉園水晶博物館,Liû-oân Chúi-chiⁿ Phok-bu̍t-koán
草山行館,Chháu-soaⁿ Hêng-koán
國父史蹟紀念館,Kok-hū Sú-chek Kì-liām-koán
國立臺灣科學教育院,Kok-li̍p Tâi-oân Kho-ha̍k Kàu-io̍k-īⁿ
國立臺灣博物館,Kok-li̍p Tâi-oân Phok-bu̍t-koán
國立臺灣藝術教育館,Kok-li̍p Tâi-oân Gē-su̍t Kàu-io̍k-koán
國軍歷史文物館,Kok-kun Le̍k-sú Bûn-bu̍t-koán
張大千紀念館,Tiuⁿ-tāi-chhian Kì-liām-koán
袖珍博物館,Siù-tin Phok-bu̍t-koán
郭元益糕餅博物館,Koeh Goân-ek Ko-piáⁿ Phok-bu̍t-koán
凱達格蘭文化館,Ke-ta-ga-lán Bûn-hòa-koán
郵政博物館,Iû-chèng Phok-bu̍t-koán
順益臺灣原住民博物館,Sūn-ek Tâi-oân Goân-chū-bîn Phok-bu̍t-koán
新公園,Sin-kong-hn̂g
楊英風美術館,Iûⁿ Eng-hong Bí-su̍t-koán
鳳甲文化館,Hōng-kah Bûn-hòa-koán
樹火紀念紙博物館,Sū-hóe Kì-liām-chóa Phok-bu̍t-koán
歷史博物館,Le̍k-sú Phok-bu̍t-koán
錢穆紀念館,Chîⁿ-bo̍k Kì-liām-koán
總統府衙,Chóng-thóng-hú-gê
鴻禧美術館,Hông-hi Bí-su̍t-koán
西部幹線,Se-pō͘-kàn-sòaⁿ
山線,Soaⁿ-sòaⁿ
臺北,Tâi-pak
萬華,Bān-hôa
板橋,Pang-kiô
樹林,Chhiū-nâ
山佳,Soaⁿ-kha
鶯歌,Eng-ko
桃園,Thô-hn̂g
內壢,Lāi-le̍k
中壢,Tiong-le̍k
埔心,Po͘-sim
楊梅,Iûⁿ-mûi
富岡,Hù-kong
湖口,Ô͘-kháu
新豐,Sin-hong
竹北,Tek-pak
新竹,Sin-tek
香山,Hiong-san
崎頂,Kiā-téng
竹南,Tek-lâm
造橋,Chō-kiô
豐富,Hong-hù
苗栗,Biâu-le̍k
南勢,Lâm-sì
銅鑼,Tâng-lô
三義,Sam-gī
泰安,Thài-an
后里,Āu-lí
豐原,Hong-goân
潭子,Thâm-chú
臺中,Tâi-tiong
大慶,Tāi-khèng
烏日,O͘-ji̍t
成功,Sêng-kong
彰化,Chiang-hòa
花壇,Hoe-tôaⁿ
員林,Oân-lîm
永靖,Éng-chēng
社頭,Siā-thâu
田中,Tiân-tiong
二水,Jī-chúi
林內,Nâ-lāi
石榴,Sia̍h-liû-pan
斗六,Táu-la̍k
斗南,Táu-lâm
石龜,Chio̍h-ku
大林,Tōa-nâ
民雄,Bîn-hiông
嘉義,Ka-gī
水上,Chúi-siōng
南靖,Lâm-chēng
後壁,Āu-piah
新營,Sin-iâⁿ
柳營,Liú-iâⁿ
林鳳營,Lîm-hōng-iâⁿ
隆田,Liông-tiân
拔林,Pa̍t-á-nâ
善化,Siān-hòa
新市,Sin-chhī
永康,Éng-khong
臺南,Tâi-lâm
保安,Pó-an
中洲,Tiong-chiu
大湖,Tōa-ô͘
路竹,Lō͘-tek
岡山,Kong-san
橋頭,Kiô-á-thâu
楠梓,Lâm-chú
左營,Chó-iâⁿ
高雄,Ko-hiông
海線,Hái-sòaⁿ
談文,Tâm-bûn
大山,Tōa-soaⁿ
後龍,Āu-lâng
龍港,Lêng-káng
白沙屯,Pe̍h-soa-tun
新埔,Sin-po͘
通霄,Thong-siau
苑裡,Oán-lí
日南,Ji̍t-lâm
大甲,Tāi-kah
臺中港,Tâi-tiong-káng
清水,Chheng-chúi
沙鹿,Soa-lak
龍井,Liông-chíⁿ
大肚,Tōa-tō͘
追分,Tui-hun
屏東線,Pîn-tong-sòaⁿ
鳳山,Hōng-soaⁿ
後庄,Āu-chng
九曲堂,Kiú-khiok-tông
六塊厝,La̍k-tè-chhù
屏東,Pîn-tong
歸來,Kui-lâi
麟洛,Lîn-lo̍k
西勢,Sai-sì
竹田,Tek-chhân
潮州,Tiô-chiu
崁頂,Khàm-téng
南州,Lâm-chiu
鎮安,Tìn-an
林邊,Nâ-á-piⁿ
佳冬,Ka-tang
東海,Tang-hái
枋寮,Pang-liâu
東部幹線,Tang-pō͘-kàn-sòaⁿ
四城,Sì-siâⁿ
林榮新光,Lîm-êng Sin-kong
豐田,Hong-tiân
七堵,Chhit-tó͘
八堵,Peh-tó͘
基隆,Ke-lâng
暖暖,Loán-loán
四腳亭,Sì-kha-têng
瑞芳,Sūi-hong
猴硐,Kâu-tōng-á
三貂嶺,Sam-tiau-niá
牡丹,Bó͘-tan
雙溪,Siang-khe
貢寮,Kòng-liâu
福隆,Hok-liông
石城,Chio̍h-siâⁿ
大里,Tāi-lí
大溪,Tāi-khe
龜山,Ku-soaⁿ
外澳,Gōa-ò
頭城,Thâu-siâⁿ
頂埔,Téng-po͘
礁溪,Ta-khe
宜蘭,Gî-lân
二結,Jī-kiat
中里,Tiong-lí
羅東,Lô-tong
冬山,Tang-soaⁿ
新馬,Sin-má
蘇澳新站,So͘-ò-sin-chām
蘇澳,So͘-ò
永樂,Éng-lo̍k
東澳,Tang-ò
南澳,Lâm-ò
武塔,Bú-thah
漢本,Hàn-pún
和平,Hô-pêng
和仁,Hô-jîn
崇德,Chông-tek
新城,Sin-siâⁿ
景美,Kéng-bí
北埔,Pak-po͘
花蓮,Hoa-liân
吉安,Kiat-an
志學,Chì-ha̍k
平和,Pêng-hô
壽豐,Siū-hong
南平,Lâm-pêng
鳳林,Hōng-lîm
萬榮,Bān-êng
光復,Kong-ho̍k
大富,Tāi-hô
富源,Hù-goân
瑞穗,Chúi-bóe
三民,Sam-bîn
玉里,Gio̍k-lí
東里,Tang-lí
東竹,Tang-tek
富里,Hù-lí
池上,Tî-siōng
海端,Hái-toan
關山,Koan-san
瑞和,Sūi-hô
瑞源,Sūi-goân
鹿野,Lo̍k-iá
山里,San-lí
臺東,Tâi-tang
南迴鐵路,Lâm-hôe-thih-lō͘
加祿,Ka-lo̍k
內獅,Lāi-sai
枋山,Pang-soaⁿ
大武,Tāi-bú
瀧溪,Liông-khe
金崙,Kim-lūn
太麻里,Thài-mâ-lí
知本,Ti-pún
康樂,Khong-lo̍k
平溪線,Pêng-khe-sòaⁿ
大華,Tāi-hôa
十分,Cha̍p-hūn
望古,Bōng-kó͘
嶺腳,Niá-kha
平溪,Pêng-khe
菁桐,Chhiⁿ-tông
內灣線,Lāi-oan-sòaⁿ
竹中,Tek-tiong
上員,Siōng-goân
竹東,Tek-tang
橫山,Hoâiⁿ-soaⁿ
九讚頭,Káu-chàn-thâu
合興,Ha̍p-heng
榮華,Êng-hôa
內灣,Lāi-oan
集集線,Chi̍p-chi̍p-sòaⁿ
源泉,Goân-chôaⁿ
濁水,Lô-chúi
龍泉,Lêng-chôaⁿ
集集,Chi̍p-chi̍p
水里,Chúi-lí
車埕,Chhia-tiâⁿ
北門,Pak-mn̂g
竹崎,Tek-kiā
木屐寮,Ba̍k-kia̍h-liâu
樟腦寮,Chiuⁿ-nó͘-liâu
獨立山,To̍k-li̍p-soaⁿ
梨園寮,Lê-hn̂g-liâu
交力坪,Ka-le̍k-pêⁿ
水社寮,Chúi-siā-liâu
奮起湖,Pùn-ki-ô͘
多林,To-lîm
十字路,Si̍p-jī-lō͘
屏遮那,Hè-sen-ná
對高岳,Tùi-ko-ga̍k
二萬坪,Jī-bān-pêⁿ
神木,Sîn-bo̍k
阿里山,A-lí-san
沼平,Chau-pêng
臺北市,Tâi-pak-chhī
松山區,Siông-san-khu
信義區,Sìn-gī-khu
大安區,Tāi-an-khu
中山區,Tiong-san-khu
中正區,Tiong-chèng-khu
大同區,Tāi-tông-khu
萬華區,Bān-hôa-khu
文山區,Bûn-san-khu
南港區,Lâm-káng-khu
內湖區,Lāi-ô͘-khu
士林區,Sū-lîm-khu
北投區,Pak-tâu-khu
高雄市,Ko-hiông-chhī
鹽埕區,Iâm-tiâⁿ-khu
鼓山區,Kó͘-san-khu
左營區,Chó-iâⁿ-khu
楠梓區,Lâm-chú-khu
三民區,Sam-bîn-khu
新興區,Sin-heng-khu
前金區,Chiân-kim-khu
苓雅區,Lêng-ngá-khu
前鎮區,Chiân-tìn-khu
旗津區,Kî-tin-khu
小港區,Sió-káng-khu
新北市,Sin-pak-chhī
板橋區,Pang-kiô-khu
三重區,Sam-tiông-khu
中和區,Tiong-hô-khu
永和區,Éng-hô-khu
新莊區,Sin-chng-khu
新店區,Sin-tiàm-khu
樹林區,Chhiū-nâ-khu
鶯歌區,Eng-ko-khu
三峽區,Sam-kiap-khu
淡水區,Tām-chúi-khu
汐止區,Se̍k-chí-khu
瑞芳區,Sūi-hong-khu
土城區,Thô͘-siâⁿ-khu
蘆洲區,Lô͘-chiu-khu
五股區,Gō͘-kó͘-khu
泰山區,Thài-san-khu
林口區,Nâ-kháu-khu
深坑區,Chhim-khiⁿ-khu
石碇區,Chio̍h-tēng-khu
坪林區,Pîⁿ-nâ-khu
三芝區,Sam-chi-khu
石門區,Chio̍h-mn̂g-khu
八里區,Pat-lí-khu
平溪區,Pêng-khoe-khu
雙溪區,Siang-khe-khu
貢寮區,Kòng-liâu-khu
金山區,Kim-san-khu
萬里區,Bān-lí-khu
烏來區,U-lai-khu
宜蘭縣,Gî-lân-koān
宜蘭市,Gî-lân-chhī
羅東鎮,Lô-tong-tìn
蘇澳鎮,So͘-ò-tìn
頭城鎮,Thâu-siâⁿ-tìn
礁溪鄉,Ta-khe-hiong
壯圍鄉,Chòng-ûi-hiong
員山鄉,Îⁿ-soaⁿ-hiong
冬山鄉,Tang-soaⁿ-hiong
五結鄉,Gō͘-kiat-hiong
三星鄉,Sam-seng-hiong
大同鄉,Tāi-tông-hiong
南澳鄉,Lâm-ò-hiong
桃園市,Thô-hn̂g-chhī
桃園區,Thô-hn̂g-khu
中壢區,Tiong-le̍k-khu
大溪區,Tāi-khe-khu
楊梅區,Iûⁿ-mûi-khu
蘆竹區,Lô͘-tek-khu
大園區,Tōa-hn̂g-khu
龜山區,Ku-soaⁿ-khu
八德區,Pat-tek-khu
龍潭區,Liông-thâm-khu
平鎮區,Pêng-tìn-khu
新屋區,Sin-ok-khu
觀音區,Koan-im-khu
復興區,Ho̍k-heng-khu
新竹縣,Sin-tek-koān
竹北市,Tek-pak-chhī
竹東鎮,Tek-tang-tìn
新埔鎮,Sin-po͘-tìn
關西鎮,Koan-se-tìn
湖口鄉,Ô͘-kháu-hiong
新豐鄉,Sin-hong-hiong
芎林鄉,Kiong-nâ-hiong
橫山鄉,Hoâiⁿ-soaⁿ-hiong
北埔鄉,Pak-po͘-hiong
寶山鄉,Pó-san-hiong
峨眉鄉,Ngô͘-bî-hiong
尖石鄉,Chiam-chio̍h-hiong
五峰鄉,Ngó͘-hong-hiong
苗栗縣,Biâu-le̍k-koān
苗栗市,Biâu-le̍k-chhī
苑裡鎮,Oán-lí-tìn
通霄鎮,Thong-siau-tìn
竹南鎮,Tek-lâm-tìn
頭份鎮,Thâu-hūn-tìn
後龍鎮,Āu-lâng-tìn
卓蘭鎮,Toh-lân-tìn
大湖鄉,Tōa-ô͘-hiong
公館鄉,Kong-koán-hiong
銅鑼鄉,Tâng-lô-hiong
南庄鄉,Lâm-chng-hiong
頭屋鄉,Thâu-ok-hiong
三義鄉,Sam-gī-hiong
西湖鄉,Se-ô͘-hiong
造橋鄉,Chō-kiô-hiong
三灣鄉,Sam-oan-hiong
獅潭鄉,Sai-thâm-hiong
泰安鄉,Thài-an-hiong
豐原區,Hong-goân-khu
東勢區,Tang-sì-khu
大甲區,Tāi-kah-khu
清水區,Chheng-chúi-khu
沙鹿區,Soa-lak-khu
梧棲區,Gô͘-chhe-khu
后里區,Āu-lí-khu
神岡區,Sin-kóng-khu
潭子區,Thâm-chú-khu
大雅區,Tāi-ngé-khu
新社區,Sin-siā-khu
石岡區,Chio̍h-kng-khu
外埔區,Gōa-po͘-khu
大安區,Tāi-an-khu
烏日區,O͘-ji̍t-khu
大肚區,Tōa-tō͘-khu
龍井區,Liông-chíⁿ-khu
霧峰區,Bū-hong-khu
太平區,Thài-pêng-khu
大里區,Tāi-lí-khu
和平區,Hô-pêng-khu
彰化縣,Chiong-hòa-koān
彰化市,Chiong-hòa-chhī
鹿港鎮,Lo̍k-káng-tìn
和美鎮,Hô-bí-tìn
線西鄉,Sòaⁿ-sai-hiong
伸港鄉,Sin-káng-hiong
福興鄉,Hok-heng-hiong
秀水鄉,Siù-chúi-hiong
花壇鄉,Hoe-tôaⁿ-hiong
